gender,fav_number,retweet_count,tweet_count,link_hue,link_saturation,link_value,sidebar_hue,sidebar_saturation,sidebar_value
0,311,0,18601,0,0,0,0,0,93.3
0,193,0,447,80.7,96.4,32.9,0,0,93.3
0,3,0,220065,0,0,0,0,0,93.3
0,7322,0,37398,0,0,0,0,0,93.3
1,3695,1,5342,80.7,96.4,32.9,0,0,93.3
0,10,0,43,0,0,0,0,0,93.3
1,376,0,77574,0,0,0,0,0,93.3
0,36,0,1348,80.7,96.4,32.9,0,0,93.3
0,170,0,52259,0,0,0,0,0,93.3
0,21439,0,226474,81,95.2,32.9,0,0,93.3
0,242,0,10200,0,0,0,0,0,93.3
1,2638,0,3597,300,74.3,67.1,0,0,93.3
1,16,0,374,80.7,96.4,32.9,0,0,93.3
0,1000,0,9112,0,0,0,0,0,93.3
1,1445,0,30218,0,0,0,0,0,93.3
1,37855,1,144277,0,0,0,0,0,93.3
0,74365,0,156468,0,0,0,0,0,93.3
1,699,0,2312,0,79.1,62,0,0,93.3
0,107,0,43697,180,16.7,21.2,0,0,93.3
1,1284,0,74596,0,0,0,0,0,93.3
1,11483,0,27818,0,0,0,0,0,93.3
0,3827,0,5242,0,0,0,0,0,93.3
0,690,0,1978,0,0,0,0,0,93.3
0,436,0,1529,71.6,59,65.1,0,0,93.3
0,29,0,1269,0,0,60,0,0,93.3
0,1394,0,42007,0,0,0,0,0,93.3
0,762,0,56577,0,0,0,0,0,93.3
0,33,0,624,0,0,0,0,0,93.3
0,592,0,53053,0,0,0,0,0,93.3
0,704,0,42821,0,0,0,0,0,93.3
0,8783,0,69304,110.1,58.6,56.9,0,0,93.3
0,413,0,5477,0,0,0,0,0,93.3
0,409,0,1585,0,0,0,0,0,93.3
0,58,0,5128,0,0,0,0,0,93.3
0,361,0,67559,134.3,94.4,42,0,0,93.3
0,12425,0,13850,0,0,0,0,0,93.3
1,878,0,8435,0,0,0,0,0,93.3
0,2,0,151733,0,0,0,0,0,93.3
0,454,0,739,0,0,0,0,0,93.3
0,4,0,6584,0,0,0,0,0,93.3
1,562,0,1438,0,0,0,0,0,93.3
0,37904,0,79229,0,0,0,0,0,93.3
0,807,0,11967,0,0,0,0,0,93.3
0,2320,0,38908,0,0,0,0,0,93.3
0,2380,0,5301,0,0,0,0,0,93.3
0,16300,0,18041,0,0,0,0,0,93.3
0,780,0,6315,0,0,0,0,0,93.3
0,0,0,3819,0,0,0,0,0,93.3
0,947,0,3682,0,0,0,0,0,93.3
0,5034,0,3970,122.2,90.3,81.2,0,0,93.3
0,0,0,77163,80.7,96.4,32.9,0,0,93.3
0,902,0,35135,0,0,0,0,0,93.3
1,601,0,36953,80.7,96.4,32.9,0,0,93.3
0,0,0,17996,0,0,0,0,0,93.3
0,653,0,2399,206.2,72.8,85.1,0,0,93.3
0,1887,0,29564,0,67.8,89,0,0,93.3
1,2851,0,26887,0,0,0,0,0,93.3
0,332,0,32694,0,0,0,0,0,93.3
1,11993,0,6717,71.6,59,65.1,0,0,93.3
1,6016,0,4417,80.7,96.4,32.9,0,0,93.3
1,41,0,3154,0,0,0,0,0,93.3
1,13,0,2668,358.1,97,52.2,0,0,93.3
0,965,0,15376,0,0,0,0,0,93.3
0,14,0,5748,0,0,0,0,0,93.3
1,1221,0,12987,71.6,59,65.1,0,0,93.3
1,108,0,1213,0,0,20,0,0,93.3
0,24143,0,27058,0,0,0,0,0,93.3
1,5033,0,95350,0,0,0,0,0,93.3
1,11053,0,8321,0,0,0,0,0,93.3
1,492,0,57621,80.7,96.4,32.9,0,0,93.3
0,7574,0,40216,206.2,72.8,85.1,0,0,93.3
0,274,0,19788,80.7,96.4,32.9,0,0,93.3
0,8618,0,7610,0,0,20,0,0,93.3
0,3993,0,14471,71.6,59,65.1,0,0,93.3
0,1564,0,9939,0,0,0,0,0,93.3
1,0,0,63899,0,0,0,0,0,93.3
0,12638,0,21967,0,0,0,0,0,93.3
1,2749,0,48688,0,0,0,0,0,93.3
0,2732,0,11129,0,0,0,0,0,93.3
1,8495,0,3264,0,0,0,0,0,93.3
0,10222,0,36081,0,0,0,0,0,93.3
0,5072,0,3297,0,0,56.9,0,0,93.3
0,22,0,176940,0,0,0,0,0,93.3
0,22,0,176940,0,0,0,0,0,93.3
0,471,1,22753,0,0,0,0,0,93.3
1,119,0,1524,292.1,57,83.9,0,0,93.3
0,15633,0,65528,351.9,30.2,96.1,0,0,93.3
0,65,0,3579,0,0,0,0,0,93.3
1,1947,0,3214,0,0,0,0,0,93.3
1,37985,0,84274,80.7,96.4,32.9,0,0,93.3
1,4404,0,2658,80.7,96.4,32.9,0,0,93.3
1,615,1,16198,0,0,0,0,0,93.3
1,300,0,2199,80.7,96.4,32.9,0,0,93.3
1,1,0,1757,271,81.3,83.9,0,0,93.3
0,42,0,380,0,0,0,0,0,93.3
0,250,0,2082,80.7,96.4,32.9,0,0,93.3
1,5395,0,21739,0,0,0,0,0,93.3
0,3227,0,2557,0,0,0,0,0,93.3
0,7813,0,5828,110.1,58.6,56.9,0,0,93.3
1,11037,1,60273,0,0,0,0,0,93.3
0,150,0,57218,0,0,0,0,0,93.3
0,98,0,102657,0,0,0,0,0,93.3
1,8252,0,95844,0,0,0,0,0,93.3
1,13,0,48587,191.4,99.1,41.6,0,0,93.3
0,194,0,34736,0,0,0,0,0,93.3
0,2933,0,5970,0,0,0,0,0,93.3
1,3651,0,2898,71.6,59,65.1,0,0,93.3
1,20031,0,25803,17.2,75.2,98,0,0,93.3
0,9733,0,10220,0,0,0,0,0,93.3
0,3510,0,6311,206.2,72.8,85.1,0,0,93.3
0,5,0,176,0,0,0,0,0,93.3
1,4474,0,17593,80.7,96.4,32.9,0,0,93.3
1,22,0,2979,71.6,59,65.1,0,0,93.3
0,3,0,426,0,0,0,0,0,93.3
0,1216,0,12864,0,0,0,0,0,93.3
1,7127,0,61455,206.1,11.9,76.1,0,0,93.3
0,97,0,97,110.1,58.6,56.9,0,0,93.3
0,741,0,27891,0,0,0,0,0,93.3
0,144,0,14256,0,0,0,0,0,93.3
0,1935,0,11850,0,0,0,0,0,93.3
1,1072,0,2923,80.7,96.4,32.9,0,0,93.3
1,2963,0,4688,80.7,96.4,32.9,0,0,93.3
0,3,0,160726,0,0,0,0,0,93.3
0,3,0,160726,0,0,0,0,0,93.3
1,4541,0,2612,80.7,96.4,32.9,0,0,93.3
1,1287,0,20269,0,0,0,0,0,93.3
1,14027,0,13919,80.7,96.4,32.9,0,0,93.3
1,289,0,10468,0,0,0,0,0,93.3
1,601,1,4991,0,0,0,0,0,93.3
1,2687,0,8518,0,0,20,0,0,93.3
1,148,0,17142,156,21.7,9,0,0,93.3
0,1820,0,772,17.2,75.2,98,0,0,93.3
1,2702,0,4234,80.7,96.4,32.9,0,0,93.3
0,8725,0,66722,0,0,0,0,0,93.3
1,197,0,10327,80.7,96.4,32.9,0,0,93.3
0,719,0,6645,0,0,0,0,0,93.3
0,5508,0,3642,0,0,0,0,0,93.3
1,925,1,4755,0,0,0,0,0,93.3
1,1647,0,7370,0,0,0,0,0,93.3
1,8264,0,10387,71.6,59,65.1,0,0,93.3
1,2355,0,28145,265.9,50,80,0,0,93.3
1,3718,0,7138,80.7,96.4,32.9,0,0,93.3
0,905,0,4237,200,13.6,8.6,0,0,93.3
0,2135,0,20830,0,0,0,0,0,93.3
1,8352,0,8197,0,0,0,0,0,93.3
1,13451,0,7674,0,0,20,0,0,93.3
0,235,0,318,80.7,96.4,32.9,0,0,93.3
1,3018,0,4519,71.6,59,65.1,0,0,93.3
0,13101,0,8840,0,0,0,0,0,93.3
0,4580,0,8698,0,0,0,0,0,93.3
1,338,0,13854,80.7,96.4,32.9,0,0,93.3
0,10668,0,12855,0,0,0,0,0,93.3
1,6383,0,7193,71.6,59,65.1,0,0,93.3
1,9025,0,11496,71.6,59,65.1,0,0,93.3
0,5840,0,9074,0,0,0,0,0,93.3
1,1600,0,2748,71.6,59,65.1,0,0,93.3
1,17443,0,87336,0,0,0,0,0,93.3
0,11736,0,99123,71.6,59,65.1,0,0,93.3
0,392,0,3745,0,0,0,0,0,93.3
0,1448,0,1554,0,0,0,0,0,93.3
1,3,0,542373,0,0,0,0,0,93.3
0,54,0,44008,0,0,0,0,0,93.3
0,65,0,143,0,0,0,0,0,93.3
0,1,0,839,0,0,0,0,0,93.3
1,255,0,56151,0,0,0,0,0,93.3
0,6,0,1289,71.6,59,65.1,0,0,93.3
0,643,1,4775,80.7,96.4,32.9,0,0,93.3
0,805,0,1177,80.7,96.4,32.9,0,0,93.3
1,30,0,12832,159.9,89.9,78,0,0,93.3
1,3505,0,5498,80.7,96.4,32.9,0,0,93.3
1,5151,0,53583,0,0,0,0,0,93.3
1,939,0,7287,71.6,59,65.1,0,0,93.3
1,210,0,19955,302,91.1,92.2,0,0,93.3
0,168,0,951,80.7,96.4,32.9,0,0,93.3
0,1673,0,17222,0,0,0,0,0,93.3
0,723,0,6633,0,0,0,0,0,93.3
1,5564,0,5779,0,0,0,0,0,93.3
0,255,0,19061,206.2,72.8,85.1,0,0,93.3
0,148,0,4105,0,0,0,0,0,93.3
0,5509,0,97572,196.8,84.4,78,0,0,93.3
1,11202,0,1191,265.9,50,80,0,0,93.3
0,374,0,11839,80.7,96.4,32.9,0,0,93.3
0,294,0,11876,0,0,0,0,0,93.3
0,294,0,11876,0,0,0,0,0,93.3
0,56263,0,120532,0,0,0,0,0,93.3
0,18682,0,30457,0,0,0,0,0,93.3
1,1503,0,2162,196.8,84.4,78,0,0,93.3
0,5946,0,125143,11.9,67.1,97.6,0,0,93.3
0,3833,0,15784,0,0,0,0,0,93.3
1,2078,0,76041,80.7,96.4,32.9,0,0,93.3
0,240,0,2047,0,0,0,0,0,93.3
0,32,0,6117,0,0,0,0,0,93.3
0,178,0,11006,0,0,0,0,0,93.3
0,24674,0,6340,0,0,0,0,0,93.3
1,1958,0,17452,80.7,96.4,32.9,0,0,93.3
0,7977,0,45962,0,0,0,0,0,93.3
1,9815,0,2588,0,0,0,0,0,93.3
0,440,0,5809,0,0,0,0,0,93.3
0,1130,0,515,0,0,0,0,0,93.3
1,2458,0,12315,0,0,0,0,0,93.3
0,44,0,4,0,0,0,0,0,93.3
0,636,0,168006,0,0,0,0,0,93.3
1,5198,2,50578,0,0,0,0,0,93.3
0,353,0,15626,71.6,59,65.1,0,0,93.3
0,1531,0,3387,5.1,100,60,0,0,93.3
0,25044,0,26825,0,0,0,0,0,93.3
1,81857,0,129854,80.7,96.4,32.9,0,0,93.3
0,194,0,1064,0,0,0,0,0,93.3
0,49,0,1506,0,0,0,0,0,93.3
1,3225,0,12967,80.7,96.4,32.9,0,0,93.3
0,107,0,24118,0,0,0,0,0,93.3
0,341,0,22696,60,93.7,18.8,0,0,93.3
0,2156,0,18458,80.7,96.4,32.9,0,0,93.3
1,0,0,32029,71.6,59,65.1,0,0,93.3
1,9915,0,12885,206.2,72.8,85.1,0,0,93.3
1,1901,0,5752,80.7,96.4,32.9,0,0,93.3
1,1109,0,2033,0,0,0,0,0,93.3
1,1233,0,8256,0,0,0,0,0,93.3
0,109,0,34158,0,0,0,0,0,93.3
0,608,0,46712,0,0,0,0,0,93.3
0,11200,0,14129,80.7,96.4,32.9,0,0,93.3
1,11,0,1125,80.7,96.4,32.9,0,0,93.3
1,18673,0,41305,0,0,0,0,0,93.3
0,8228,20,20897,0,0,0,0,0,93.3
1,3411,0,9357,60,93.9,25.9,0,0,93.3
0,1220,0,57152,0,0,0,0,0,93.3
1,338,0,13854,80.7,96.4,32.9,0,0,93.3
0,2491,0,2747,0,0,0,0,0,93.3
1,409,0,2930,71.6,59,65.1,0,0,93.3
1,1180,0,214521,0,0,0,0,0,93.3
0,2,0,104955,80.7,96.4,32.9,0,0,93.3
1,977,0,7037,80.7,96.4,32.9,0,0,93.3
0,1501,0,6748,0,0,0,0,0,93.3
1,9653,0,12099,80.7,96.4,32.9,0,0,93.3
0,36,0,351567,0,0,0,0,0,93.3
1,55318,0,39319,42.8,69.8,100,0,0,93.3
1,39892,0,32623,206.2,72.8,85.1,0,0,93.3
0,18070,0,79428,0,0,0,0,0,93.3
1,4950,0,43511,0,0,20,0,0,93.3
1,3570,0,19729,0,0,0,0,0,93.3
0,6534,1,3679,71.6,59,65.1,0,0,93.3
1,22877,0,34482,80.7,96.4,32.9,0,0,93.3
0,241,0,9005,71.6,59,65.1,0,0,93.3
1,654,0,9654,0,0,0,0,0,93.3
1,7036,0,8431,351.9,30.2,96.1,0,0,93.3
1,183,0,488,71.6,59,65.1,0,0,93.3
0,4605,0,4902,0,0,0,0,0,93.3
1,29,0,224,80.7,96.4,32.9,0,0,93.3
0,20,0,13066,0,0,0,0,0,93.3
0,796,0,827,0,0,0,0,0,93.3
0,1162,0,96635,0,0,0,0,0,93.3
0,14441,0,122792,0,0,0,0,0,93.3
0,6799,0,18973,0,0,0,0,0,93.3
1,1478,0,3366,71.6,59,65.1,0,0,93.3
1,4298,0,6076,303.9,100,60,0,0,93.3
1,17707,0,50142,0,0,0,0,0,93.3
1,1958,0,17452,80.7,96.4,32.9,0,0,93.3
1,950,0,5352,0,0,0,0,0,93.3
1,131,0,1823,0,0,0,0,0,93.3
0,51,0,557,0,0,0,0,0,93.3
1,3,0,4190,80.7,96.4,32.9,0,0,93.3
1,9947,0,584,206.1,11.9,76.1,0,0,93.3
0,4684,0,17906,0,0,0,0,0,93.3
0,830,0,590,206.2,72.8,85.1,0,0,93.3
0,16140,0,19879,200,13.6,8.6,0,0,93.3
1,1568,0,4581,80.7,96.4,32.9,0,0,93.3
1,3085,0,11599,80.7,96.4,32.9,0,0,93.3
1,4946,0,35579,0,0,0,0,0,93.3
0,4,0,4025,0,0,0,0,0,93.3
0,2448,0,2426,180,10,3.9,0,0,93.3
0,14,0,1030,0,0,0,0,0,93.3
1,9737,0,20744,80.7,96.4,32.9,0,0,93.3
1,4869,0,22203,80.7,96.4,32.9,0,0,93.3
0,7172,0,29361,0,0,0,0,0,93.3
1,185,0,2628,0,100,60,0,0,93.3
1,15522,0,90424,352.5,79.2,86.7,0,0,93.3
1,989,0,3563,71.6,59,65.1,0,0,93.3
0,12425,0,30006,0,0,0,0,0,93.3
1,3707,0,69920,180,3.2,36.9,0,0,93.3
0,2162,0,2917,0,0,0,0,0,93.3
1,1707,0,973,17.2,75.2,98,0,0,93.3
0,108,0,19874,0,0,0,0,0,93.3
0,4604,0,164160,80.7,96.4,32.9,0,0,93.3
1,6366,0,19614,0,0,0,0,0,93.3
0,371,0,50827,80.7,96.4,32.9,0,0,93.3
0,958,0,587,80.7,96.4,32.9,0,0,93.3
0,6337,0,46426,0,0,0,0,0,93.3
0,1592,1,188235,0,0,0,0,0,93.3
1,199,0,1045,80.7,96.4,32.9,0,0,93.3
1,1589,1,10245,0,0,0,0,0,93.3
0,296,0,828,0,0,0,0,0,93.3
0,2135,0,20830,0,0,0,0,0,93.3
1,5627,0,30740,80.7,96.4,32.9,0,0,93.3
1,8,0,378,71.6,59,65.1,0,0,93.3
1,1571,1,15770,0,0,0,0,0,93.3
0,10448,0,12686,0,74.9,100,0,0,93.3
1,4488,0,26102,80.7,96.4,32.9,0,0,93.3
1,5951,0,46890,0,0,0,0,0,93.3
1,14574,0,26875,265.9,50,80,0,0,93.3
0,7602,0,19209,0,0,0,0,0,93.3
1,2426,0,60071,0,0,0,0,0,93.3
0,4605,0,46560,0,0,0,0,0,93.3
1,1505,0,2364,80.7,96.4,32.9,0,0,93.3
1,10169,0,21538,265.9,50,80,300,95,94.1
1,3895,0,14225,60,93.8,31.4,336.2,56.7,94.1
1,1236,0,18003,323.9,75,80,321.2,56.7,94.1
1,10563,0,12532,265.9,50,80,300,41.2,94.1
1,4,0,85575,26.5,74.8,80.8,37.5,80,94.1
0,0,0,98738,23,50,36.9,37.5,80,94.1
0,0,0,98738,23,50,36.9,37.5,80,94.1
1,4698,0,4879,26.5,74.8,80.8,37.5,80,94.1
1,9142,0,8663,265.9,50,80,37.5,80,94.1
1,2354,0,17166,348.1,81.8,82,37.5,80,94.1
1,349,0,2064,26.5,74.8,80.8,37.5,80,94.1
1,3056,0,25546,232.1,74,80,37.5,80,94.1
1,5144,0,5020,26.5,74.8,80.8,37.5,80,94.1
1,1203,0,467,110.1,58.6,56.9,37.5,80,94.1
0,15,0,865,110.1,58.6,56.9,37.5,80,94.1
1,10155,0,36842,209.6,74.8,80.8,37.5,80,94.1
1,567,0,3477,26.5,74.8,80.8,37.5,80,94.1
0,2093,0,10982,26.5,74.8,80.8,37.5,80,94.1
1,118,0,777,344.7,79.3,81.6,43,94.2,94.1
1,3480,0,3094,26.3,13.3,47.1,55.8,59.6,94.1
0,3814,0,16104,0,0,60,0,0,94.1
0,688,0,142230,110.1,58.6,56.9,29,96.7,94.9
0,15,0,404903,60,15.6,25.1,34.9,96.7,94.9
1,199,0,12115,17.2,75.2,98,33.1,56.2,94.9
0,1741,0,12286,0,100,100,49,38.4,94.9
1,725,0,3764,349.9,76.9,42.4,49,38.4,94.9
1,1594,0,2972,0,100,100,49,38.4,94.9
1,52,0,1216,0,92.3,82,49,38.4,94.9
0,13,0,1171,0,100,100,49,38.4,94.9
0,2448,0,23115,0,100,100,49,38.4,94.9
1,713,0,12044,0,100,100,49,38.4,94.9
1,70,0,3219,0,100,100,49,38.4,94.9
0,2,0,350,0,100,100,49,38.4,94.9
0,30,0,22819,0,100,100,49,38.4,94.9
0,7,0,219,176.8,59.8,85.9,49,38.4,94.9
1,3333,0,1505,0,100,100,49,38.4,94.9
0,1912,0,4678,352.5,79.2,86.7,49,38.4,94.9
1,4013,0,41897,351.9,30.2,96.1,49,38.4,94.9
1,6035,0,13826,0,0,0,49,38.4,94.9
1,12310,0,13056,0,100,100,49,38.4,94.9
1,12735,0,18625,0,100,100,49,38.4,94.9
1,3499,0,4465,0,100,100,49,38.4,94.9
0,41,0,32834,0,100,100,49,38.4,94.9
1,3167,0,1627,0,100,100,49,38.4,94.9
1,88,0,4791,0,100,100,49,38.4,94.9
0,6151,0,36007,0,100,100,49,38.4,94.9
1,17058,0,20178,0,100,100,49,38.4,94.9
1,811,0,28426,0,100,100,49,38.4,94.9
0,194,0,38684,0,0,0,49,38.4,94.9
1,94,0,25685,0,100,100,49,38.4,94.9
1,15737,0,67557,0,0,0,49,38.4,94.9
1,1111,0,4203,0,100,100,49,38.4,94.9
0,10823,0,31064,0,100,100,49,38.4,94.9
1,85,0,371,0,100,100,49,38.4,94.9
0,783,1,11198,0,100,100,49,38.4,94.9
1,7327,0,11476,0,100,100,49,38.4,94.9
1,6345,0,1487,0,100,100,49,38.4,94.9
1,4766,0,26875,0,100,100,49,38.4,94.9
1,744,0,1533,60,2.1,38,60.6,85.8,96.5
0,348,0,55586,0,0,0,352.1,95.9,96.1
0,898,0,8316,60,93.7,18.8,0,95.1,96.1
1,1,0,36308,8.6,88.2,92.9,330.3,93.1,96.1
1,16129,0,26005,31.2,96.3,94.9,316.1,93.1,96.1
1,78929,1,8123,196,100,70.6,0,92.2,96.1
1,1369,0,42244,0,0,3.9,349.9,92.2,96.1
0,11,0,13503,211.2,75,75.3,0.8,91.8,96.1
0,3071,0,5803,24,98,96.1,22,96.7,96.1
0,2004,0,97997,206.2,72.8,85.1,30.9,79.2,96.1
1,27,0,1508,300,95,85.9,300,5.7,96.1
1,34206,0,75589,337.9,98,100,300,2,96.1
1,12468,0,45432,334.9,40.8,94.1,45,4.9,96.5
1,4286,0,243043,28,74.2,94.1,353.9,68,96.9
0,326,0,5962,152.7,49.3,52.5,32.9,59.1,96.9
1,284,0,71422,193.3,6.1,58,336,2,96.9
1,665,0,67793,206.2,72.8,85.1,356,66.1,97.3
0,948,0,10718,198.9,29.4,46.7,17.6,56.5,97.3
1,2263,0,5410,308.8,22.5,59.2,337.5,22.6,97.3
1,3797,0,43824,325.2,40.9,84.3,336.7,19.8,97.3
1,3,0,144918,325.8,80.7,79.2,57.9,79.8,97.3
0,10849,0,152474,196,100,70.6,220,1.2,98.8
0,237,0,14039,0,100,100,1.9,98.8,98
1,10154,0,21194,230.5,31.1,23.9,318.8,47.2,98
1,1623,0,55769,349.9,76.3,61.2,38,98,98
1,1463,0,17311,300,92,78.8,300,2,98
1,3624,0,74917,180,10,3.9,0,0,98
1,11414,0,136448,9.5,39.9,62,22.2,25.8,98.8
0,37,0,62,21.9,97.8,90.2,54.8,50.8,98.8
1,3485,0,13851,0,0,16.9,52.1,27,98.8
1,3485,0,13851,0,0,16.9,52.1,27,98.8
1,10450,0,58107,50.1,81.2,87.5,0,0,98.8
1,25,0,319137,356.5,94.5,86.3,47.5,9.4,99.6
1,359,0,4766,187.1,93.1,96.1,0,100,100
1,7128,0,66460,0,100,98,0,100,100
1,629,0,7962,337.6,82.9,62,307.1,100,100
1,1517,0,10372,301.9,100,100,300,96.9,100
0,4446,0,2024,0,0,0,348.1,94.9,100
0,1011,2,155936,0,100,100,0,90.2,100
1,4179,0,21556,80,66.7,84.7,344.3,71.8,100
0,1065,0,14773,14.3,87.5,100,14.3,87.5,100
1,1023,0,4201,351.8,20.6,83.9,24.9,100,100
1,17189,0,24991,277,64.8,49,0,34.9,100
1,6993,0,1862,205.6,58.1,82.4,38.5,76.5,100
0,568,0,8029,38.7,65.4,89.4,40.1,76.9,100
1,5884,0,4231,340.9,67.8,100,2.9,16.1,100
1,7114,0,82550,352.5,79.2,86.7,52.2,100,100
1,1787,0,10385,195,100,80,54.9,32.2,100
1,19358,0,61704,265.9,50,80,54.9,32.2,100
1,11618,1,37004,195,100,80,54.9,32.2,100
1,4119,0,20735,195,100,80,54.9,32.2,100
0,216,0,413,195,100,80,54.9,32.2,100
0,0,0,20802,206,45.2,98,54.9,32.2,100
1,81,0,873,195,100,80,54.9,32.2,100
1,532,0,4447,195,100,80,54.9,32.2,100
0,1,0,2736,195,100,80,54.9,32.2,100
0,6645,0,6243,195,100,80,54.9,32.2,100
0,11856,0,21601,195,100,80,54.9,32.2,100
0,15,0,11250,195,100,80,54.9,32.2,100
1,162,0,2706,110.1,58.6,56.9,54.9,32.2,100
1,316,0,10387,195,100,80,54.9,32.2,100
1,62176,0,89134,195,100,80,54.9,32.2,100
0,660,0,4910,195,100,80,54.9,32.2,100
0,459,0,566603,195,100,80,54.9,32.2,100
1,1429,0,5501,195,100,80,54.9,32.2,100
0,2277,0,8926,195,100,80,54.9,32.2,100
0,5,0,7638,195,100,80,54.9,32.2,100
1,244,0,70,195,100,80,54.9,32.2,100
1,795,0,30828,195,100,80,54.9,32.2,100
0,120,0,2707,195,100,80,54.9,32.2,100
1,0,0,532,195,100,80,54.9,32.2,100
0,1285,0,4554,206.1,11.9,76.1,54.9,32.2,100
1,3367,0,5054,195,100,80,54.9,32.2,100
1,2724,0,7271,306.7,14.7,72.2,54.9,32.2,100
1,12135,0,12559,195,100,80,54.9,32.2,100
0,18,0,1356,195,100,80,54.9,32.2,100
1,18,0,98,195,100,80,54.9,32.2,100
1,6521,0,162864,29.1,100,80,54.9,32.2,100
1,209,0,21624,195,100,80,54.9,32.2,100
1,634,0,9091,60,93.8,31.4,54.9,32.2,100
1,258,0,1541,195,100,80,54.9,32.2,100
0,11881,0,26171,195,100,80,54.9,32.2,100
0,2250,0,14077,195,100,80,54.9,32.2,100
0,6838,0,36623,195,100,80,54.9,32.2,100
1,10057,0,17081,195,100,80,54.9,32.2,100
1,18606,0,87327,195,100,80,54.9,32.2,100
1,12241,0,20331,195,100,80,54.9,32.2,100
1,3,0,4089,244.1,100,80,54.9,32.2,100
