gender,fav_number,tweet_count,retweet_count,sidebar_hue,sidebar_sat,sidebar_value,link_hue,link_sat,link_value,,
0,48,310,0,200,19,92.9,196,100,70.6,,
0,48,284,0,200,19,92.9,196,100,70.6,,
0,48,132,0,200,19,92.9,12,100,100,,
1,47,43691,0,0,0,100,15.3,97.8,53.3,,
1,47,33565,0,183.8,57.3,86.3,314,98.1,82,,
0,47,8598,0,0,0,100,196,100,70.6,,
0,47,7224,0,200,19,92.9,196,100,70.6,,
0,47,3472,0,200,19,92.9,196,100,70.6,,
0,47,2309,0,200,19,92.9,0,0,0,,
0,47,2190,0,200,19,92.9,196,100,70.6,,
0,47,251,0,0,0,0,196,100,70.6,,
0,47,132,0,200,19,92.9,109.9,36.3,83.1,,
0,46,126317,0,0,0,0,319.2,95.1,32.2,,
0,46,45994,0,0,0,100,0,0,0,,
1,46,11033,0,193.3,7.6,92.9,196,100,70.6,,
0,46,7493,0,0,0,0,265.9,50,80,,
0,46,6718,0,0,0,100,71.6,59,65.1,,
0,46,4753,0,200,19,92.9,352.5,79.2,86.7,,
1,46,4039,0,0,0,100,196,100,70.6,,
1,46,1361,0,200,19,92.9,196,100,70.6,,
0,46,619,0,200,19,92.9,196,100,70.6,,
0,46,613,0,0,0,0,206.2,72.8,85.1,,
0,46,358,0,200,19,92.9,352.5,79.2,86.7,,
1,46,48,0,200,19,92.9,206.1,11.9,76.1,,
1,46,30,0,200,19,92.9,196,100,70.6,,
1,45,143849,0,0,0,0,340,75,80,,
0,45,19611,0,216.5,32,96.9,110.1,58.6,56.9,,
1,45,13219,0,200,19,92.9,196,100,70.6,,
1,45,13061,0,50.1,94,91,351.9,30.2,96.1,,
1,45,12972,0,176.9,87.8,87.1,352.5,79.2,86.7,,
0,45,8145,0,0,0,0,196,100,70.6,,
1,45,2617,0,0,0,0,196,100,70.6,,
1,45,2064,0,0,0,100,26.5,74.8,80.8,,
1,45,281,0,200,19,92.9,196,100,70.6,,
1,45,94,0,200,19,92.9,196,100,70.6,,
1,45,31,0,200,19,92.9,196,100,70.6,,
0,44,49549,0,0,0,100,196,100,70.6,,
0,44,11486,0,0,0,100,196,100,70.6,,
0,44,6235,0,0,0,0,206.2,72.8,85.1,,
0,44,3751,0,200,19,92.9,175,87.8,90.2,,
0,44,522,0,183.8,57.3,86.3,196,100,70.6,,
0,44,471,0,200,19,92.9,347.9,86,70.2,,
1,44,241,0,200,19,92.9,196,100,70.6,,
0,44,61,0,200,19,92.9,196,100,70.6,,
0,44,52,0,200,19,92.9,196,100,70.6,,
0,44,4,0,0,0,93.3,206,45.2,98,,
0,43,65897,0,200,19,92.9,196,100,70.6,,
1,43,20393,0,0,0,100,351.9,30.2,96.1,,
1,43,13129,0,200,19,92.9,148.4,27.6,78,,
0,43,9323,0,0,0,93.3,206.2,72.8,85.1,,
0,43,5492,0,100,30,7.8,194.1,80.3,93.7,,
0,43,4543,0,200,19,92.9,206.1,11.9,76.1,,
0,43,3122,0,201.5,53.7,85.5,0,0,0,,
1,43,2713,0,0,0,0,206.1,11.9,76.1,,
1,43,832,0,200,19,92.9,196,100,70.6,,
0,43,820,0,200,19,92.9,196,100,70.6,,
0,43,299,0,200,19,92.9,110.1,58.6,56.9,,
0,43,143,0,200,19,92.9,196,100,70.6,,
0,42,32124,0,99.6,21.4,86.3,196,100,70.6,,
0,42,28465,0,0,0,0,196,100,70.6,,
1,42,22348,0,0,0,100,265.9,50,80,,
0,42,21262,1,220,20,11.8,196,100,70.6,,
0,42,13411,0,0,0,0,190.4,100,72.5,,
1,42,11312,0,0,0,100,196,100,70.6,,
0,42,6336,0,33.6,41.9,85.1,196,100,70.6,,
0,42,4684,0,0,0,0,352.5,79.2,86.7,,
0,42,4683,0,0,0,0,0,0,0,,
1,42,1159,0,220,20,11.8,325.4,83.3,40,,
0,42,619,0,220,20,11.8,196,100,70.6,,
0,42,510,0,0,0,0,196,100,70.6,,
0,42,503,0,200,19,92.9,206,45.2,98,,
0,42,380,0,0,0,93.3,15.3,97.8,53.3,,
1,42,196,0,200,19,92.9,196,100,70.6,,
0,42,133,0,0,0,0,196,100,70.6,,
1,42,123,0,200,19,92.9,265.9,50,80,,
0,42,8,0,0,0,0,196,100,70.6,,
0,41,74375,0,0,0,100,17.2,75.2,98,,
0,41,32834,0,49,38.4,94.9,283.1,100,100,,
1,41,3154,0,0,0,93.3,0,0,0,,
1,41,2376,0,0,0,0,196,100,70.6,,
0,41,764,0,200,19,92.9,196,100,70.6,,
1,41,457,0,200,19,92.9,196,100,70.6,,
1,41,213,0,0,0,0,196,100,70.6,,
1,41,72,0,200,19,92.9,196,100,70.6,,
0,40,153034,0,200,19,92.9,292,92.2,96.1,,
0,40,26172,0,0,0,0,195,100,80,,
1,40,18238,0,200,19,92.9,352.5,79.2,86.7,,
0,40,17962,0,200,19,92.9,0,0,0,,
0,40,12720,0,183.8,19.3,65.1,196,100,70.6,,
1,40,10223,0,0,0,0,194.1,80.3,93.7,,
1,40,5831,0,0,0,0,206,45.2,98,,
1,40,5172,0,68,87.9,96.9,203.7,41.5,81.2,,
0,40,694,0,200,19,92.9,196,100,70.6,,
0,40,401,0,0,0,0,196.8,84.4,78,,
1,40,242,0,200,19,92.9,196,100,70.6,,
0,40,164,0,200,19,92.9,17.2,75.2,98,,
0,39,217794,0,0,0,100,0,0,0,,
0,39,27093,0,200,19,92.9,338.2,87.7,92.2,,
0,39,7850,0,99.6,21.4,86.3,196,100,70.6,,
0,39,6276,0,200,19,92.9,206,45.2,98,,
1,39,1413,0,0,0,0,196,100,70.6,,
1,39,1306,0,200,19,92.9,196,100,70.6,,
1,39,845,0,200,19,92.9,196,100,70.6,,
0,39,533,0,200,19,92.9,195,100,80,,
1,39,382,0,0,0,0,344.7,79.3,81.6,,
0,39,334,0,200,19,92.9,196,100,70.6,,
1,39,299,0,0,0,0,196,100,70.6,,
0,39,181,0,216.5,32,96.9,196,100,70.6,,
0,39,162,0,0,0,100,196,100,70.6,,
0,39,25,0,200,19,92.9,196,100,70.6,,
0,39,21,0,200,19,92.9,196,100,70.6,,
1,38,153643,0,183.8,57.3,86.3,206.2,72.8,85.1,,
1,38,61588,0,304.1,42.1,82,206.2,72.8,85.1,,
1,38,2234,0,340,75,80,15.3,97.8,53.3,,
0,38,599,0,200,19,92.9,196,100,70.6,,
0,38,504,0,0,0,0,196,100,70.6,,
1,38,288,0,200,19,92.9,196,100,70.6,,
0,38,258,0,200,19,92.9,196,100,70.6,,
0,38,144,0,200,19,92.9,278.1,60.1,67.8,,
1,38,113,0,200,19,92.9,265.9,50,80,,
0,38,86,0,200,19,92.9,196,100,70.6,,
1,38,39,0,200,19,92.9,196,100,70.6,,
1,37,18697,0,200,19,92.9,196,100,70.6,,
0,37,12884,0,0,0,0,196,100,70.6,,
0,37,10446,0,300,10,3.9,265.9,50,80,,
0,37,3828,0,200,19,92.9,42.8,69.8,100,,
1,37,3310,0,0,0,0,200,3.2,36.9,,
1,37,3017,0,183.8,57.3,86.3,0,68.3,63.1,,
1,37,1351,0,0,0,0,196,100,70.6,,
1,37,645,0,200,19,92.9,352.5,79.2,86.7,,
0,37,621,0,220,20,11.8,22.7,70.7,61.6,,
0,37,580,0,0,0,0,196,100,70.6,,
0,37,351,0,0,0,0,0,100,100,,
0,37,231,0,200,19,92.9,196,100,70.6,,
1,37,155,0,0,0,0,196,100,70.6,,
0,37,72,0,200,19,92.9,196,100,70.6,,
0,37,62,0,54.8,50.8,98.8,12,100,100,,
0,36,351567,0,0,0,93.3,196,100,70.6,,
0,36,214181,0,0,0,0,0,0,0,,
0,36,87718,0,0,0,0,206.2,72.8,85.1,,
0,36,85483,0,200,19,92.9,326,100,92.2,,
1,36,36010,0,200,19,92.9,0,100,100,,
0,36,14695,0,0,0,100,9.4,21.6,58,,
0,36,5591,0,200,19,92.9,232.9,81.3,85.9,,
0,36,1348,0,0,0,93.3,196,100,70.6,,
1,36,1204,0,0,0,100,132.4,43.4,56.9,,
1,36,1089,0,200,19,92.9,196.8,84.4,78,,
0,36,998,0,200,19,92.9,333.8,75.7,53.3,,
0,36,490,0,200,19,92.9,196,100,70.6,,
1,36,488,0,0,0,0,265.9,50,80,,
1,36,251,0,0,0,100,265.9,50,80,,
0,36,122,0,200,19,92.9,196,100,70.6,,
1,36,97,0,0,0,0,196,100,70.6,,
0,36,31,0,200,19,92.9,196,100,70.6,,
1,35,368367,0,0,0,100,95.3,37,36.1,,
0,35,29973,0,200,19,92.9,194.1,80.3,93.7,,
0,35,3347,0,0,0,100,0,95.2,72.9,,
0,35,3075,0,220,20,11.8,347.6,95.3,42,,
0,35,3026,0,99.6,21.4,86.3,196,100,70.6,,
0,35,2435,0,200,19,92.9,206.1,11.9,76.1,,
0,35,2286,0,200,19,92.9,265.9,50,80,,
1,35,1332,0,340,75,80,196,100,70.6,,
1,35,428,0,0,0,0,17.2,75.2,98,,
0,35,406,0,0,0,0,196,100,70.6,,
0,35,157,0,200,19,92.9,265.9,50,80,,
0,35,100,0,200,19,92.9,195,100,80,,
1,35,63,0,0,0,100,206.1,11.9,76.1,,
0,35,58,0,0,0,0,196,100,70.6,,
1,35,11,0,200,19,92.9,196,100,70.6,,
0,34,101091,6,216.5,32,96.9,206.1,11.9,76.1,,
0,34,39332,1,99.6,21.4,86.3,42.8,69.8,100,,
1,34,19037,0,201.5,53.7,85.5,196,100,70.6,,
0,34,3795,0,86.5,63.8,73.7,288,70.7,36.1,,
1,34,2419,0,0,0,100,285,5.9,52.9,,
1,34,1382,0,0,0,100,194.1,80.3,93.7,,
0,34,902,0,200,19,92.9,196,100,70.6,,
0,34,468,0,200,19,92.9,196,100,70.6,,
1,34,397,0,0,0,0,196,100,70.6,,
1,34,304,0,200,19,92.9,0,0,0,,
0,34,174,0,200,19,92.9,265.9,50,80,,
0,34,119,0,200,19,92.9,0,0,26.7,,
1,34,81,0,200,19,92.9,110.1,58.6,56.9,,
1,34,32,0,0,0,100,196,100,70.6,,
1,34,11,0,0,0,0,196,100,70.6,,
0,33,639925,0,0,0,0,0,0,0,,
0,33,639925,0,0,0,0,195,29.6,21.2,,
0,33,42169,0,0,0,0,196,100,70.6,,
1,33,4189,0,200,19,92.9,196,100,70.6,,
0,33,1183,0,200,19,92.9,219.8,66.4,56.1,,
1,33,972,0,0,0,100,194.1,80.3,93.7,,
0,33,804,0,200,19,92.9,196,100,70.6,,
0,33,741,0,200,19,92.9,196,100,70.6,,
0,33,702,0,200,19,92.9,196,100,70.6,,
0,33,624,0,0,0,93.3,196,100,70.6,,
0,33,491,0,200,19,92.9,196,100,70.6,,
0,33,418,0,193.3,7.6,92.9,196,100,70.6,,
1,33,394,0,0,0,0,196,100,70.6,,
1,33,142,0,200,19,92.9,196,100,70.6,,
1,33,60,0,200,19,92.9,206.1,11.9,76.1,,
0,33,7,0,200,19,92.9,206,45.2,98,,
0,32,97045,0,0,0,100,0,0,0,,
0,32,35097,0,0,0,0,196,100,70.6,,
0,32,33163,1,200,19,92.9,196,100,70.6,,
1,32,24164,0,200,19,92.9,60,2.3,34.1,,
1,32,15011,0,200,19,92.9,50.6,100,100,,
0,32,13223,0,0,0,0,196,100,70.6,,
0,32,6117,0,0,0,93.3,287.1,98.9,70.2,,
1,32,5538,0,200,19,92.9,196,100,70.6,,
0,32,4968,0,0,0,0,0,100,100,,
1,32,4464,0,0,0,100,326.8,29.8,73.7,,
0,32,1650,0,200,19,92.9,196,100,70.6,,
0,32,1273,0,200,19,92.9,196,100,70.6,,
1,32,216,0,200,19,92.9,196,100,70.6,,
1,32,11,0,200,19,92.9,206.2,72.8,85.1,,
1,31,128090,0,200,19,92.9,196,100,70.6,,
1,31,28656,0,216.5,32,96.9,196,100,70.6,,
1,31,2888,0,200,19,92.9,219.9,100,70.2,,
0,31,1166,0,0,0,100,196,100,70.6,,
1,31,668,0,200,19,92.9,196,100,70.6,,
1,31,478,0,200,19,92.9,196,100,70.6,,
0,31,419,0,200,19,92.9,196,100,70.6,,
1,31,334,0,183.8,19.3,65.1,206.2,72.8,85.1,,
0,31,148,0,200,19,92.9,351.9,30.2,96.1,,
1,31,97,0,200,19,92.9,60,93.7,18.8,,
0,31,42,0,200,19,92.9,196,100,70.6,,
1,31,36,0,0,0,0,110.1,58.6,56.9,,
0,31,33,0,200,19,92.9,350.3,38.8,94.1,,
0,30,109956,0,220,20,11.8,196,100,70.6,,
0,30,63117,0,0,0,100,60,93.8,31.4,,
0,30,23224,0,200,19,92.9,196,100,70.6,,
0,30,22819,0,49,38.4,94.9,196,100,70.6,,
0,30,20240,0,200,19,92.9,196,100,70.6,,
1,30,12832,0,0,0,93.3,196,100,70.6,,
0,30,6715,0,200,19,92.9,196,100,70.6,,
1,30,2241,0,0,0,0,196,100,70.6,,
0,30,1416,0,200,19,92.9,196,100,70.6,,
0,30,1023,0,200,19,92.9,196,100,70.6,,
1,30,953,0,200,19,92.9,206.2,72.8,85.1,,
1,30,953,0,200,19,92.9,196,100,70.6,,
0,30,828,0,0,0,0,0,0,0,,
0,30,736,0,200,19,92.9,190.4,100,72.5,,
0,30,655,0,200,19,92.9,196,100,70.6,,
0,30,649,1,200,19,92.9,224.9,100,70.2,,
0,30,545,0,0,0,0,196,100,70.6,,
1,30,380,0,200,19,92.9,0,0,0,,
0,30,270,0,200,19,92.9,206.2,72.8,85.1,,
1,30,160,0,200,19,92.9,196,100,70.6,,
0,30,142,0,200,19,92.9,206.2,72.8,85.1,,
1,30,87,0,200,19,92.9,196,100,70.6,,
1,29,69363,0,216.5,32,96.9,110.1,58.6,56.9,,
0,29,5580,0,0,0,100,196,100,70.6,,
0,29,4871,0,0,0,0,0,66.2,76.5,,
1,29,3118,0,45,1.9,82.7,220.9,94.6,72.9,,
1,29,1821,0,0,0,93.3,196,100,70.6,,
1,29,1694,0,0,0,93.3,215.6,25.8,82,,
0,29,1269,0,0,0,93.3,196,100,70.6,,
1,29,652,0,200,19,92.9,196,100,70.6,,
1,29,224,0,0,0,0,196,100,70.6,,
1,29,224,0,0,0,93.3,110.1,58.6,56.9,,
1,29,127,0,0,0,100,196,100,70.6,,
0,29,92,0,200,19,92.9,265.9,50,80,,
1,29,56,0,200,19,92.9,196,100,70.6,,
1,29,53,0,0,0,0,265.9,50,80,,
0,28,80321,1,0,0,0,196,100,70.6,,
1,28,41338,0,200,19,92.9,0,0,0,,
0,28,33328,0,26,43.4,47.8,196,100,70.6,,
0,28,19142,0,200,19,92.9,196,100,70.6,,
0,28,14333,0,200,19,92.9,190.4,100,72.5,,
0,28,12189,0,0,0,0,0,0,0,,
0,28,6014,0,200,19,92.9,351.9,30.2,96.1,,
0,28,5133,0,200,19,92.9,206.2,72.8,85.1,,
0,28,4034,0,225.9,61.7,75.7,22.7,70.7,61.6,,
0,28,2886,0,0,0,21.6,196,100,70.6,,
1,28,1920,0,0,0,87.5,196,100,70.6,,
1,28,1289,0,200,19,92.9,71.6,59,65.1,,
0,28,1252,0,0,0,100,196,100,70.6,,
1,28,878,0,200,19,92.9,196,100,70.6,,
0,28,383,0,0,0,93.3,109.9,36.3,83.1,,
1,28,313,0,0,0,0,196,100,70.6,,
1,28,192,0,200,19,92.9,109.9,36.3,83.1,,
1,28,129,0,0,0,0,196,100,70.6,,
1,28,118,0,0,0,0,196,100,70.6,,
0,28,84,0,0,0,0,340,75,80,,
0,28,42,0,0,0,0,0,0,0,,
0,27,220212,0,0,0,0,344.7,79.3,81.6,,
1,27,152358,0,200,19,92.9,0,0,0,,
1,27,45847,0,220,20,11.8,190.4,100,72.5,,
1,27,9785,0,201.5,53.7,85.5,0,33.3,5.9,,
0,27,5133,0,200,19,92.9,196,100,70.6,,
0,27,4192,0,200,19,92.9,80.7,96.4,32.9,,
0,27,2777,0,0,0,0,196,100,70.6,,
0,27,2331,0,0,0,0,0,72.1,70.2,,
1,27,1508,0,300,5.7,96.1,196,87.2,52.2,,
0,27,580,0,0,0,100,340.1,93.9,70.6,,
0,27,193,0,0,0,0,196,100,70.6,,
1,27,25,0,200,19,92.9,196,100,70.6,,
0,27,4,0,0,0,0,196,100,70.6,,
0,26,53382,0,0,0,0,196,100,70.6,,
0,26,38776,0,200,19,92.9,196,100,70.6,,
0,26,33884,0,200,19,92.9,25.7,4.2,65.9,,
0,26,20798,0,0,0,100,265.9,50,80,,
1,26,10378,0,0,0,0,301.9,100,100,,
0,26,8261,0,200,19,92.9,344.7,79.3,81.6,,
1,26,2979,0,0,0,0,194.1,80.3,93.7,,
0,26,1570,0,0,0,0,352.5,79.2,86.7,,
0,26,1165,0,200,19,92.9,196,100,70.6,,
1,26,822,0,200,19,92.9,196,100,70.6,,
0,26,769,0,200,19,92.9,196,100,70.6,,
1,26,614,0,200,19,92.9,196,100,70.6,,
0,26,487,0,0,0,0,206.2,72.8,85.1,,
1,26,368,0,0,0,100,196,100,70.6,,
1,26,203,0,200,19,92.9,80.7,96.4,32.9,,
0,26,155,0,200,19,92.9,196,100,70.6,,
0,26,86,0,200,19,92.9,196,100,70.6,,
1,26,71,0,0,0,0,196,100,70.6,,
1,26,63,0,0,0,0,196,100,70.6,,
1,25,319137,0,47.5,9.4,99.6,336,100,100,,
1,25,45696,0,0,0,0,196,100,70.6,,
0,25,31854,0,220,20,11.8,194.1,80.3,93.7,,
0,25,23630,0,201.5,53.7,85.5,196,100,70.6,,
1,25,13741,0,200,19,92.9,196,100,70.6,,
1,25,10657,0,0,0,0,206.2,72.8,85.1,,
0,25,5292,0,200,19,92.9,196,100,70.6,,
1,25,4629,0,200,19,92.9,196,100,70.6,,
0,25,3581,0,200,19,92.9,0,0,0,,
1,25,1158,0,200,19,92.9,196,100,70.6,,
0,25,833,0,200,19,92.9,277.9,100,70.2,,
0,25,590,0,200,19,92.9,344.7,79.3,81.6,,
0,25,525,0,200,19,92.9,196,100,70.6,,
0,25,325,0,200,19,92.9,206.1,11.9,76.1,,
1,25,201,0,0,0,0,196,100,70.6,,
1,25,195,0,200,19,92.9,351.9,30.2,96.1,,
0,25,102,0,193.3,7.6,92.9,206,45.2,98,,
1,25,81,2,200,19,92.9,265.9,50,80,,
1,25,67,0,0,0,0,196,100,70.6,,
1,25,21,0,200,19,92.9,110.1,58.6,56.9,,
0,24,30876,0,183.8,57.3,86.3,110.1,58.6,56.9,,
0,24,14268,0,0,0,100,338.8,70.8,18.8,,
1,24,12341,0,0,0,100,206.1,11.9,76.1,,
1,24,11943,0,200,19,92.9,196,100,70.6,,
1,24,11832,0,200,19,92.9,60,93.7,18.8,,
0,24,10607,0,0,0,93.3,80.7,96.4,32.9,,
1,24,4178,0,200,19,92.9,344.7,79.3,81.6,,
0,24,2795,0,220,20,11.8,196,100,70.6,,
1,24,1843,0,0,0,100,265.9,50,80,,
1,24,1571,0,220,20,11.8,19.1,100,70.2,,
0,24,1385,0,200,19,92.9,190.4,100,72.5,,
0,24,917,0,200,19,92.9,196,100,70.6,,
1,24,375,0,200,19,92.9,196,100,70.6,,
1,24,283,0,200,19,92.9,196,100,70.6,,
0,24,229,0,200,19,92.9,0,65,7.8,,
0,24,131,0,200,19,92.9,196,100,70.6,,
0,24,122,0,0,0,100,196,100,70.6,,
1,24,10,0,200,19,92.9,196,100,70.6,,
0,23,138420,0,200,19,92.9,340.1,93.9,70.6,,
0,23,138420,0,200,19,92.9,196,100,70.6,,
1,23,80433,0,45,1.9,82.7,196,100,70.6,,
0,23,76387,0,200,19,92.9,196,100,70.6,,
1,23,21898,0,0,0,100,196,100,70.6,,
0,23,21283,0,220,20,11.8,196,100,70.6,,
0,23,8365,0,200,19,92.9,17.2,75.2,98,,
0,23,6517,0,201.5,53.7,85.5,206.2,72.8,85.1,,
1,23,4823,0,200,19,92.9,206.1,11.9,76.1,,
1,23,4321,0,0,0,100,196,100,70.6,,
0,23,2999,0,200,19,92.9,196,100,70.6,,
1,23,2605,0,0,0,0,196,100,70.6,,
0,23,1608,0,0,0,0,196,100,70.6,,
0,23,1200,0,0,0,100,352.5,79.2,86.7,,
1,23,895,0,200,19,92.9,196,100,70.6,,
1,23,622,0,200,19,92.9,196,100,70.6,,
1,23,114,0,0,0,0,196,100,70.6,,
0,23,41,0,200,19,92.9,17.2,75.2,98,,
0,23,23,0,200,19,92.9,196,100,70.6,,
1,23,12,0,200,19,92.9,196,100,70.6,,
1,23,11,0,0,0,0,17.2,75.2,98,,
0,22,176940,0,0,0,93.3,0,96,96.9,,
0,22,176940,0,0,0,93.3,0,0,0,,
0,22,141477,0,200,19,92.9,194.1,80.3,93.7,,
0,22,107489,0,180,3.7,85.5,265.9,50,80,,
0,22,70872,0,0,0,0,253.8,67,76.1,,
1,22,25372,0,183.8,57.3,86.3,270.9,58,87.8,,
1,22,3381,0,359,93.5,24.3,206.1,11.9,76.1,,
1,22,2979,0,0,0,93.3,259.1,85.8,69,,
0,22,1859,0,220,20,11.8,179.4,58.1,72.9,,
1,22,1024,0,200,19,92.9,196,100,70.6,,
1,22,640,0,0,0,100,196,100,70.6,,
0,22,507,0,200,19,92.9,206.1,11.9,76.1,,
1,22,502,0,0,0,0,206.1,11.9,76.1,,
0,22,356,0,200,19,92.9,196,100,70.6,,
0,22,293,0,0,0,100,20,58.8,98,,
1,22,267,0,200,19,92.9,196,100,70.6,,
0,22,167,0,200,19,92.9,196,100,70.6,,
0,22,147,0,200,19,92.9,196,100,70.6,,
1,22,120,0,200,19,92.9,196,100,70.6,,
1,22,31,0,0,0,100,196,100,70.6,,
0,21,134519,0,183.8,57.3,86.3,196,100,70.6,,
0,21,91063,0,200,19,92.9,196,100,70.6,,
0,21,32710,0,200,19,92.9,19.6,39.4,94.5,,
1,21,28688,0,0,0,100,196,100,70.6,,
1,21,19988,0,200,19,92.9,334.6,99,74.9,,
0,21,12957,0,0,0,0,196,100,70.6,,
1,21,11018,0,0,0,100,0,0,0,,
1,21,3851,0,85.7,40.1,61.6,196,100,70.6,,
1,21,2447,0,200,19,92.9,196,100,70.6,,
1,21,1393,0,45,1.9,82.7,196,100,70.6,,
1,21,710,0,213.5,57.8,70.6,196,100,70.6,,
0,21,314,0,200,19,92.9,352.5,79.2,86.7,,
0,21,243,0,200,19,92.9,0,100,60,,
0,21,136,0,0,0,100,196,100,70.6,,
1,21,101,0,0,0,0,196,100,70.6,,
0,21,77,0,200,19,92.9,196,100,70.6,,
0,21,57,0,200,19,92.9,196,100,70.6,,
1,21,29,0,200,19,92.9,110.1,58.6,56.9,,
1,21,28,0,0,0,0,196,100,70.6,,
0,21,16,0,200,19,92.9,352.5,79.2,86.7,,
0,20,266677,0,0,0,100,0,0,0,,
0,20,52346,0,200,19,92.9,0,0,0,,
0,20,50238,0,200,19,92.9,351.9,30.2,96.1,,
0,20,50238,0,200,19,92.9,196,100,70.6,,
0,20,25958,0,200,19,92.9,196,100,70.6,,
0,20,13066,0,0,0,93.3,196,100,70.6,,
0,20,7002,0,200,19,92.9,305.1,49.1,83.9,,
0,20,7002,0,200,19,92.9,196,100,70.6,,
0,20,3215,0,0,0,0,0,0,0,,
0,20,2786,0,326.9,92.2,91,196,100,70.6,,
0,20,1232,0,0,0,93.3,196,100,70.6,,
0,20,824,0,200,19,92.9,196,100,70.6,,
0,20,803,0,0,0,0,340,75,80,,
1,20,227,0,220,20,11.8,196,100,70.6,,
1,20,227,0,220,20,11.8,194.1,80.3,93.7,,
0,19,26826,1,200,19,92.9,0,0,0,,
0,19,23692,0,200,19,92.9,340,75,80,,
0,19,9320,0,0,0,0,206,45.2,98,,
1,19,3230,0,200,19,92.9,80.7,96.4,32.9,,
1,19,1782,0,337.5,61.5,5.1,196,100,70.6,,
1,19,1412,0,12.9,80.7,81.2,196,100,70.6,,
1,19,1096,0,0,0,0,196,100,70.6,,
1,19,795,0,0,0,0,17.2,75.2,98,,
0,19,611,0,0,0,0,196,100,70.6,,
0,19,335,0,200,19,92.9,170.9,84,71,,
1,19,333,0,200,19,92.9,196,100,70.6,,
0,19,117,0,200,19,92.9,196,100,70.6,,
0,19,114,0,0,0,0,196,100,70.6,,
0,19,26,0,200,19,92.9,196,100,70.6,,
1,19,13,0,200,19,92.9,196,100,70.6,,
0,19,8,0,200,19,92.9,196,100,70.6,,
1,18,116778,0,200,19,92.9,0,92.1,94.1,,
0,18,34148,0,0,0,100,196,100,70.6,,
1,18,21125,0,200,19,92.9,341.8,95.1,72.2,,
0,18,19559,0,198,16.8,93.3,190.4,100,72.5,,
0,18,9612,0,200,19,92.9,257.6,65.5,100,,
0,18,9142,0,200,19,92.9,206.2,72.8,85.1,,
1,18,7482,0,329.7,98.1,42,212.3,72.8,85.1,,
1,18,4576,0,0,0,100,279.9,100,70.2,,
1,18,2899,0,200,19,92.9,71.6,59,65.1,,
0,18,2753,0,0,0,100,196,100,70.6,,
0,18,2739,0,200,19,92.9,0,0,44.3,,
0,18,2360,0,200,19,92.9,89.4,83.5,73.7,,
0,18,1882,0,0,0,0,196,100,70.6,,
0,18,1882,0,0,0,0,196,100,70.6,,
0,18,1801,0,0,0,100,196,100,70.6,,
1,18,1444,0,200,19,92.9,0,0,0,,
0,18,1356,0,54.9,32.2,100,196,100,70.6,,
0,18,1259,0,0,0,0,196,100,70.6,,
0,18,860,0,200,19,92.9,196,100,70.6,,
0,18,777,0,0,0,100,196,100,70.6,,
0,18,423,0,200,19,92.9,196,100,70.6,,
0,18,209,0,200,19,92.9,196,100,70.6,,
0,18,184,0,200,19,92.9,206.2,72.8,85.1,,
1,18,165,0,200,19,92.9,196,100,70.6,,
0,18,158,0,200,19,92.9,25.9,61.9,96.9,,
1,18,108,0,200,19,92.9,196,100,70.6,,
1,18,102,0,200,19,92.9,292.3,61.9,44.3,,
1,18,98,0,54.9,32.2,100,196,100,70.6,,
0,18,48,0,0,0,0,265.9,50,80,,
1,18,15,0,0,0,0,42.8,69.8,100,,
0,17,49958,0,200,19,92.9,196,100,70.6,,
1,17,47857,0,200,19,92.9,116.9,93,90.2,,
0,17,27454,0,0,0,0,196,100,70.6,,
0,17,27454,0,0,0,0,265.9,50,80,,
1,17,27140,0,200,19,92.9,196,100,70.6,,
0,17,26140,0,216.5,32,96.9,351.9,30.2,96.1,,
0,17,19186,0,200,19,92.9,0,0,0,,
0,17,16705,0,200,19,92.9,196.1,72.4,85.1,,
1,17,15848,0,200,19,92.9,196,100,70.6,,
1,17,12037,0,0,0,0,351.9,30.2,96.1,,
1,17,12036,0,0,0,0,231.8,70.5,61.2,,
0,17,9131,0,0,0,0,206.2,72.8,85.1,,
0,17,1791,0,200,19,92.9,15.3,97.8,53.3,,
1,17,1555,0,200,19,92.9,0,0,0,,
0,17,1013,0,0,0,93.3,206.2,72.8,85.1,,
0,17,859,0,200,19,92.9,17.2,75.2,98,,
0,17,707,0,0,0,0,196,100,70.6,,
1,17,618,0,200,19,92.9,196,100,70.6,,
1,17,557,0,200,19,92.9,0,0,0,,
1,17,94,0,200,19,92.9,196,100,70.6,,
1,17,58,0,0,0,0,206.2,72.8,85.1,,
1,17,47,0,0,0,100,196,100,70.6,,
0,17,42,0,200,19,92.9,352.5,79.2,86.7,,
1,16,48341,0,0,0,0,134.3,87.3,83.1,,
0,16,23951,0,200,19,92.9,253.9,77.9,87.1,,
0,16,22112,0,216.5,32,96.9,196,100,70.6,,
0,16,22099,0,216.5,32,96.9,196,100,70.6,,
0,16,21786,0,0,0,0,196,100,70.6,,
1,16,21588,0,200,19,92.9,0,0,0,,
1,16,14052,0,200,19,92.9,194.1,80.3,93.7,,
1,16,11966,0,200,19,92.9,0,0,0,,
0,16,8020,0,220,20,11.8,196,100,70.6,,
0,16,3573,0,0,0,100,196,100,70.6,,
1,16,3102,0,33.6,41.9,85.1,196,100,70.6,,
1,16,2405,0,200,19,92.9,17.2,75.2,98,,
