gender,fav_number,retweet_count,tweet_count,sidebar_hue,sidebar_saturation,sidebar_value,link_hue,link_saturation,link_value
1,1729,0,1956,0,0,0,260.1,100,70.2
1,21,0,28,0,0,0,206,45.2,98
0,207,1,15335,0,0,0,110.1,58.6,56.9
1,930,0,3400,0,0,0,206.2,72.8,85.1
1,9,0,9,0,0,0,206.2,72.8,85.1
0,1822,0,8212,0,0,0,110.1,58.6,56.9
1,791,0,8209,0,0,0,282.9,100,76.9
0,28996,0,27928,0,0,0,190.4,100,72.5
0,67474,0,23308,0,0,0,110.1,58.6,56.9
1,8326,0,13642,0,0,0,0,0,0
0,9,0,1258,0,0,0,0,100,60
1,3336,0,88076,0,0,0,300,10,3.9
1,4473,0,4858,0,0,0,196,100,70.6
1,4302,0,297697,0,0,0,7,100,98
1,9759,0,3508,0,0,0,265.9,50,80
0,136,0,27507,0,0,0,0,72.1,60.4
1,11256,0,3825,0,0,0,42.8,69.8,100
0,96,0,1363,0,0,0,196,100,70.6
1,10331,0,101821,0,0,0,206.1,11.9,76.1
1,619,0,111864,0,0,0,0,0,0
0,112,0,116,0,0,0,0,100,97.3
1,1645,0,4407,0,0,0,206.2,72.8,85.1
0,359,0,2926,0,0,0,206.2,72.8,85.1
1,2433,0,46406,0,0,0,0,100,100
1,1028,0,37402,0,0,0,24,3.2,62
1,461,0,9276,0,0,0,205.9,92,78
1,15924,0,7809,0,0,0,0,27.1,46.3
1,2255,0,62672,0,0,0,333.2,58.8,94.1
1,0,0,11551,0,0,0,206,45.2,98
1,6987,0,29798,0,0,0,0,0,69
1,510,0,1516,0,0,0,110.1,58.6,56.9
0,2395,0,9019,0,0,0,134.1,100,100
0,196,0,3456,0,0,0,180,2.4,32.2
0,4463,0,18191,0,0,0,196.8,84.4,78
1,9372,0,23171,0,0,0,196,100,70.6
1,286,0,2220,0,0,0,12,100,100
0,143,0,1082,0,0,0,350.9,100,43.9
0,1206,0,54808,0,0,0,0,100,100
0,27902,0,107333,0,0,0,265.9,50,80
0,74,0,299,0,0,0,110.1,58.6,56.9
1,1704,0,6037,0,0,0,206.1,11.9,76.1
1,10161,0,6810,0,0,0,109.9,36.3,83.1
0,36025,1,132118,0,0,0,300,2,58
0,13,0,3529,0,0,0,340,100,60
1,87,0,3020,0,0,0,352.5,79.2,86.7
0,4246,0,45905,0,0,0,206,45.2,98
1,0,0,31640,0,0,0,352.5,79.2,86.7
1,47952,0,186531,0,0,0,351.9,30.2,96.1
1,131840,0,173310,0,0,0,0,52.1,76.1
1,4862,1,91870,0,0,0,351.9,30.2,96.1
1,440,0,554,0,0,0,110.1,58.6,56.9
0,4984,0,6118,0,0,0,206,45.2,98
1,6347,0,5585,0,0,0,196,100,70.6
0,2531,0,71373,0,0,0,352.5,79.2,86.7
0,5513,0,7914,0,0,0,81.3,93.7,18.8
1,171,0,25226,0,0,0,265.9,50,80
1,1055,0,3858,0,0,0,265.9,50,80
0,6656,0,44658,0,0,0,194.1,80.3,93.7
0,598,0,9131,0,0,0,206.2,72.8,85.1
1,80478,0,131592,0,0,0,180,100,3.9
1,3326,0,11480,0,0,0,110.1,58.6,56.9
1,6662,0,27593,0,0,0,351.9,30.2,96.1
1,2754,0,73583,0,0,0,0,100,43.9
0,7855,0,5883,0,0,0,206.1,11.9,76.1
0,19883,0,9031,0,0,0,132.3,58.4,49
1,88683,0,155935,0,0,0,265.9,50,80
1,564,0,3264,0,0,0,352.5,79.2,86.7
0,0,0,2191,0,0,0,110.1,58.6,56.9
0,6468,0,19773,0,0,0,0,98,100
1,234,0,4718,0,0,0,240,83.8,38.8
1,3065,0,38069,0,0,0,336.1,76.9,100
1,6698,0,27331,0,0,0,240,20,100
0,202,0,62028,0,0,0,206.1,11.9,76.1
1,863,0,15723,0,0,0,351.9,30.2,96.1
1,13403,0,34591,0,0,0,265.9,50,80
1,1015,0,4560,0,0,0,42.8,69.8,100
0,242,0,61565,0,0,0,206.2,72.8,85.1
0,42,0,133,0,0,0,110.1,58.6,56.9
1,15002,0,26978,0,0,0,42.8,69.8,100
0,607,2,2430,0,0,0,109.9,36.3,83.1
1,247,0,900,0,0,0,332.1,81.1,47.8
1,827,0,41482,0,0,0,194.1,80.3,93.7
1,13866,0,28674,0,0,0,196,100,70.6
1,514,0,14257,0,0,0,110.1,58.6,56.9
1,460,0,4157,0,0,0,344.7,79.3,81.6
0,4067,0,203044,0,0,0,17.2,75.2,98
1,2940,0,11584,0,0,0,207.5,61.1,61.6
0,198,0,4169,0,0,0,352.5,79.2,86.7
0,11089,0,21024,0,0,0,206.1,11.9,76.1
0,16064,1,58856,0,0,0,35.5,96.6,46.7
1,368,0,2053,0,0,0,206.1,11.9,76.1
1,4662,0,13790,0,0,0,351.9,30.2,96.1
0,2,0,8774,0,0,0,80.8,79.1,60
0,1064,0,246287,0,0,0,252,100,100
1,2381,0,1159,0,0,0,325.4,83.3,40
1,50199,0,175896,0,0,0,282.1,30.8,98
1,12532,0,1993,0,0,0,351.9,30.2,96.1
1,3947,0,1698,0,0,0,110.1,58.6,56.9
0,1769,0,2496,0,0,0,352.5,79.2,86.7
1,183,0,4012,0,0,0,206.2,72.8,85.1
0,552,0,1472,0,0,0,110.1,58.6,56.9
1,9041,0,36755,0,0,0,206,45.2,98
0,1290,0,5269,0,0,0,206.2,72.8,85.1
1,3467,0,2451,0,0,0,206.1,11.9,76.1
1,14338,0,30505,0,0,0,180,100,69.8
1,2664,0,3690,0,0,0,351.9,30.2,96.1
1,836,0,6295,0,0,0,352.5,79.2,86.7
1,92,0,24081,0,0,0,265.9,50,80
1,15521,0,30029,0,0,0,194.1,80.3,93.7
0,2808,0,24081,0,0,0,206,45.2,98
1,13008,0,28961,0,0,0,0,0,0
1,653,0,774,0,0,0,265.9,50,80
0,6312,0,5029,0,0,0,206,45.2,98
1,2612,0,12283,0,0,0,206,45.2,98
0,1014,0,3221,0,0,0,17.2,75.2,98
0,8456,0,24246,0,0,0,265.9,50,80
0,11144,0,3271,0,0,0,351.9,30.2,96.1
0,7260,0,74279,0,0,0,17.2,75.2,98
1,6911,0,18912,0,0,0,309.1,100,96.1
1,2562,0,21326,0,0,0,240,100,100
0,68,0,17459,0,0,0,352.5,79.2,86.7
0,1114,0,18651,0,0,0,206.2,72.8,85.1
0,28285,0,15992,0,0,0,193.8,84,58.8
1,0,0,113327,0,0,0,265.9,50,80
1,414,0,10498,0,0,0,352.5,79.2,86.7
0,6234,0,8363,0,0,0,17.2,75.2,98
0,6215,0,9115,0,0,0,193.9,100,100
1,1110,0,27086,0,0,0,338.2,87.7,92.2
0,1,0,9308,0,0,0,206,45.2,98
1,7,0,68717,0,0,0,109.9,36.3,83.1
0,2986,0,1159,0,0,0,196,100,70.6
0,1084,0,72307,0,0,0,299.2,28.2,100
1,10423,1,19992,0,0,0,336,100,100
0,499,1,152685,0,0,0,292,92.2,96.1
1,24374,0,19305,0,0,0,351.9,30.2,96.1
1,12972,0,54603,0,0,0,0,0,50.2
0,2326,0,12013,0,0,0,110.1,58.6,56.9
1,43,0,2713,0,0,0,351.9,30.2,96.1
0,507,0,7349,0,0,0,196,100,100
1,1507,0,22561,0,0,0,352.5,79.2,86.7
1,26,0,63,0,0,0,206.1,11.9,76.1
1,2758,0,39740,0,0,0,265.9,50,80
0,7438,0,34181,0,0,0,266.9,74.4,61.2
0,1040,0,19451,0,0,0,206,45.2,98
0,144,0,19112,0,0,0,16,100,100
0,0,0,1599,0,0,0,206.2,72.8,85.1
1,67,0,240,0,0,0,351.9,30.2,96.1
0,18529,0,37812,0,0,0,351.9,30.2,96.1
1,11989,0,5066,0,0,0,206.2,72.8,85.1
0,410,0,114633,0,0,0,0,0,0
1,18804,0,5091,0,0,0,352.5,79.2,86.7
0,6,1,18983,0,0,0,115,100,70.2
0,64,0,5276,0,0,0,17.2,75.2,98
1,501,0,1303,0,0,0,110.1,58.6,56.9
1,14210,0,126075,0,0,0,319.2,95.1,32.2
1,6460,0,27765,0,0,0,265.9,50,80
1,408,0,21763,0,0,0,351.9,30.2,96.1
1,2402,0,8639,0,0,0,206.2,72.8,85.1
0,2,0,19790,0,0,0,110.1,58.6,56.9
1,2737,0,21715,0,0,0,282,83.3,80
0,202,0,62028,0,0,0,206.1,11.9,76.1
0,0,0,54930,0,0,0,193.9,100,100
0,704,0,71390,0,0,0,231.9,90.5,29
1,839,0,4146,0,0,0,351.9,30.2,96.1
0,412,0,46941,0,0,0,265.9,100,100
0,33831,0,33171,0,0,0,194.1,80.3,93.7
0,1618,0,47472,0,0,0,352.5,79.2,86.7
0,0,0,1767,0,0,0,206.2,72.8,85.1
1,13147,0,46777,0,0,0,265.9,50,80
0,221,0,8334,0,0,0,352.5,79.2,86.7
1,1512,0,5448,0,0,0,206.2,72.8,85.1
1,8480,0,2800,0,0,0,206.2,72.8,85.1
1,17,0,12037,0,0,0,351.9,30.2,96.1
0,370,0,5540,0,0,0,0,0,0
0,6118,0,11172,0,0,0,240,98,98
1,6638,0,7973,0,0,0,355.9,98,100
0,11701,0,39971,0,0,0,206.2,72.8,85.1
1,1261,0,9958,0,0,0,0,0,0
0,1876,0,11047,0,0,0,110.1,58.6,56.9
1,17230,0,72073,0,0,0,206.2,72.8,85.1
0,240,0,66016,0,0,0,0,0,0
1,19232,0,17954,0,0,0,0,0,0
0,7,0,38811,0,0,0,2.8,96.7,94.9
0,4286,0,11915,0,0,0,0,0,0
0,366,0,8501,0,0,0,206,45.2,98
0,22497,0,174730,0,0,0,223,90.7,54.9
0,326,0,11301,0,0,0,196,100,70.6
0,1803,0,4160,0,0,0,353,92.1,94.9
0,202,0,62028,0,0,0,206.1,11.9,76.1
1,720,0,1224,0,0,0,352.5,79.2,86.7
1,10939,0,37333,0,0,0,196,100,70.6
1,584,0,1246,0,0,0,285,80,33.3
0,74,0,36011,0,0,0,189.9,78.8,87.1
1,9850,0,51258,0,0,0,351.9,30.2,96.1
0,28,0,42,0,0,0,352.5,79.2,86.7
0,348,0,25672,0,0,0,196,100,70.6
1,761,0,1814,0,0,0,206.2,72.8,85.1
0,1999,0,16234,0,0,0,227.8,84.8,59.2
1,260,0,2714,0,0,0,42.8,69.8,100
1,823,0,1188,0,0,0,206.2,72.8,85.1
1,210,0,1754,0,0,0,12,16,98
0,12,0,15276,0,0,0,110.1,58.6,56.9
0,20,0,803,0,0,0,352.5,79.2,86.7
1,9949,0,21082,0,0,0,17.2,75.2,98
1,324,0,17722,0,0,0,265.9,50,80
0,352,0,848,0,0,0,265.9,50,80
0,25116,0,23965,0,0,0,196,100,70.6
1,1991,0,5691,0,0,0,105.1,71.1,91
0,3168,0,15181,0,0,0,351.9,30.2,96.1
1,45380,0,27858,0,0,0,42.8,69.8,100
1,12436,0,20203,0,0,0,109.9,36.3,83.1
0,7246,0,58004,0,0,0,0,0,0
0,13546,0,10915,0,0,0,17.2,75.2,98
1,33430,0,37695,0,0,0,110.1,58.6,56.9
1,0,0,824,0,0,0,352.5,79.2,86.7
0,42,0,4684,0,0,0,352.5,79.2,86.7
1,969,0,1142,0,0,0,272.8,22.1,94.1
1,0,0,15615,0,0,0,299.7,74.4,98
0,84,0,14873,0,0,0,196,100,70.6
1,283,0,1089,0,0,0,196.8,84.4,78
1,642,0,42680,0,0,0,336.2,100,100
1,8382,0,2947,0,0,0,109.9,36.3,83.1
1,235,0,6097,0,0,0,346.8,90.6,74.9
1,2320,0,4231,0,0,0,282.6,100,80
0,10,0,70,0,0,0,110.1,58.6,56.9
1,12277,0,9140,0,0,0,206.2,72.8,85.1
1,0,0,4885,0,0,0,206,45.2,98
1,23,0,2605,0,0,0,162.9,100,70.2
0,1,0,142,0,0,0,206.2,72.8,85.1
0,194,0,370,0,0,0,206.2,72.8,85.1
0,1524,0,67743,0,0,0,196,100,70.6
1,31567,1,31078,0,0,0,206.2,72.8,85.1
0,7622,0,15341,0,0,0,206.1,11.9,76.1
1,4065,0,14022,0,0,0,109.9,36.3,83.1
0,122,1,62256,0,0,0,239,95.3,49.8
0,1122,0,2527,0,0,0,110.1,58.6,56.9
1,9416,0,6081,0,0,0,206.2,72.8,85.1
1,11218,0,6678,0,0,0,109.9,36.3,83.1
0,141,0,2273,0,0,0,0,0,54.1
1,10191,0,5638,0,0,0,351.9,30.2,96.1
0,772,0,14060,0,0,0,206.2,72.8,85.1
1,6106,0,4640,0,0,0,329.8,98.7,62.4
0,4381,0,7482,0,0,0,212.3,72.8,85.1
0,965,0,251,0,0,0,265.9,50,80
0,739,0,12723,0,0,0,206.2,72.8,85.1
0,4,0,43582,0,0,0,196,100,70.6
0,5,0,117,0,0,0,206.2,72.8,85.1
0,267,0,898,0,0,0,206.1,11.9,76.1
0,14155,0,72643,0,0,0,0,0,0
1,26,0,10378,0,0,0,102.9,93.8,43.9
1,1,0,41,0,0,0,0,0,0
0,1527,0,5005,0,0,0,38,100,92.2
0,7,0,312,0,0,0,352.5,79.2,86.7
0,210,0,319,0,0,0,50.6,100,80
1,5539,0,17166,0,0,0,0,100,100
0,9,0,1635317,0,0,0,0,0,0
1,721,0,8355,0,0,0,21.3,13.7,89
1,2,0,81,0,0,0,265.9,50,80
0,989,0,105,0,0,0,352.5,79.2,86.7
1,4231,0,36220,0,0,0,42.8,69.8,100
1,392,0,2739,0,0,0,265.9,50,80
1,0,0,9406,0,0,0,193.6,64.4,96.9
1,933,0,6910,0,0,0,0,98,96.9
1,22052,0,8721,0,0,0,265.9,50,80
1,103043,0,157020,0,0,0,122,100,70.2
1,54,0,67,0,0,0,190.4,100,72.5
1,3517,0,41153,0,0,0,110.1,58.6,56.9
1,5493,0,2882,0,0,0,26.5,74.8,80.8
0,265,0,59009,0,0,0,350,95.9,96.1
0,23,0,1608,0,0,0,42.8,69.8,100
0,1054,0,8589,0,0,0,352.5,79.2,86.7
0,316,0,101019,0,0,0,206.1,11.9,76.1
0,1446,0,8415,0,0,0,352.5,79.2,86.7
1,154,0,33794,0,0,0,93.1,92.2,90.2
1,2179,0,3701,0,0,0,206.1,11.9,76.1
1,10877,0,24660,0,0,0,206.1,11.9,76.1
0,329,0,247249,0,0,0,0,100,83.9
0,9,0,111,0,0,0,206.1,11.9,76.1
0,18,0,48,0,0,0,206.1,11.9,76.1
0,1832,0,9091,0,0,0,196,100,70.6
0,45865,0,80870,0,0,0,17.2,75.2,98
0,2173,0,5795,0,0,0,206.1,11.9,76.1
1,38062,0,100161,0,0,0,60,93.8,31.4
0,282,0,2417,0,0,0,206.2,72.8,85.1
0,5118,0,3282,0,0,0,352.5,79.2,86.7
1,2213,0,5768,0,0,0,352.5,79.2,86.7
0,2,0,243,0,0,0,196,100,70.6
0,1166,0,6537,0,0,0,206.2,72.8,85.1
0,1239,0,13628,0,0,0,352.5,79.2,86.7
0,3066,0,2826,0,0,0,206.2,72.8,85.1
1,2,0,131,0,0,0,265.9,50,80
0,883,0,2518,0,0,0,265.9,50,80
1,3358,0,6274,0,0,0,206,45.2,98
1,7729,0,57132,0,0,0,0,91.2,76.1
0,10460,0,19855,0,0,0,0,0,0
0,35,0,406,0,0,0,181.4,100,85.5
0,36,0,214181,0,0,0,352.5,79.2,86.7
0,2713,0,4243,0,0,0,0,0,0
1,65651,0,82823,0,0,0,110.1,58.6,56.9
0,8463,0,94717,0,0,0,108,32.4,42.4
1,34,0,11,0,0,0,206.2,72.8,85.1
1,2692,0,12610,0,0,0,190.4,100,72.5
1,27447,0,35432,0,0,0,265.9,50,80
1,6397,0,11129,0,0,0,351.9,30.2,96.1
1,11552,1,110832,0,0,0,351.9,30.2,96.1
0,219,0,40,0,0,0,206.2,72.8,85.1
0,37,0,351,0,0,0,0,0,60
0,10780,1,53544,0,0,0,17.2,75.2,98
1,93,0,131,0,0,0,206,45.2,98
0,742,0,3533,0,0,0,206.2,72.8,85.1
0,13546,0,10915,0,0,0,17.2,75.2,98
0,11,0,59489,0,0,0,196,100,70.6
1,3575,0,17517,0,0,0,206.1,11.9,76.1
1,8807,0,9372,0,0,0,351.9,30.2,96.1
1,4,0,7716,0,0,0,109.9,36.3,83.1
0,7696,0,15535,0,0,0,0,0,0
1,317,0,149,0,0,0,351.9,30.2,96.1
0,14,0,530,0,0,0,16.1,48.7,45.1
0,18,0,1882,0,0,0,69.6,92.6,47.5
0,8435,0,15303,0,0,0,206.1,11.9,76.1
0,37,0,12884,0,0,0,196,100,70.6
0,5993,0,18839,0,0,0,206.1,11.9,76.1
1,4415,0,9537,0,0,0,109.9,100,70.2
0,356,0,839,0,0,0,206.2,72.8,85.1
0,17,0,707,0,0,0,0,100,60
0,45,0,8145,0,0,0,196,100,70.6
0,231,0,19659,0,0,0,109.9,36.3,83.1
1,10881,0,55239,0,0,0,270.8,100,70.2
0,10265,0,4566,0,0,0,206.2,72.8,85.1
0,46,0,126317,0,0,0,352.5,79.2,86.7
1,15590,0,21069,0,0,0,206.1,11.9,76.1
0,1502,0,2112,0,0,0,352.5,79.2,86.7
0,0,0,7,0,0,0,352.5,79.2,86.7
0,793,0,1741,0,0,0,206,45.2,98
1,1097,0,36557,0,0,0,17.2,75.2,98
0,27,0,2331,0,0,0,206.2,72.8,85.1
1,147,0,192,0,0,0,206.2,72.8,85.1
1,1970,0,51458,0,0,0,300,6.5,12.2
1,18322,0,54433,0,0,0,265.9,50,80
1,1902,0,1523,0,0,0,330,23.8,98.8
1,840,0,6829,0,0,0,0,0,0
1,112,0,204,0,0,0,206.1,11.9,76.1
1,2048,2,31274,0,0,0,336.5,93.7,31
0,48,0,19049,0,0,0,206,45.2,98
0,4014,0,6311,0,0,0,206,45.2,98
0,3172,0,5716,0,0,0,251.7,100,30.2
1,15369,0,6877,0,0,0,206.2,72.8,85.1
0,133,0,7168,0,0,0,194.9,78.9,52.2
0,847,0,5288,0,0,0,206.2,72.8,85.1
0,3,0,126,0,0,0,265.9,50,80
1,396,0,27729,0,0,0,265.9,50,80
1,4,0,7,0,0,0,206.2,72.8,85.1
1,1015,0,40554,0,0,0,184.9,90.2,96.1
1,2,0,1551,0,0,0,60,93.7,18.8
0,489,0,34903,0,0,0,206.1,11.9,76.1
0,2234,0,4507,0,0,0,352.5,79.2,86.7
1,311,0,3948,0,0,0,0,0,0
0,10628,1,19301,0,0,0,110.1,58.6,56.9
0,325,0,474,0,0,0,110.1,58.6,56.9
0,34165,0,31606,0,0,0,196,100,70.6
0,19,0,9320,0,0,0,206.2,72.8,85.1
1,1483,0,61723,0,0,0,336.2,88.8,87.8
1,2113,0,11833,0,0,0,216.3,78.2,43.1
0,2312,0,24784,0,0,0,0,0,0
0,2358,0,5219,0,0,0,351.9,30.2,96.1
1,2927,0,3976,0,0,0,109.9,36.3,83.1
1,39,0,1413,0,0,0,240,100,100
0,3092,0,65379,0,0,0,214,95.1,56.1
1,34801,0,2365,0,0,0,206,45.2,98
0,7234,0,15519,0,0,0,195,100,80
1,1965,0,1902,0,0,0,351.9,30.2,96.1
1,11242,0,41552,0,0,0,0,96.2,94.1
1,3046,0,5175,0,0,0,275.1,67.6,54.5
1,13178,0,29707,0,0,0,351.9,30.2,96.1
0,0,0,27168,0,0,0,352.5,79.2,86.7
0,351,0,953,0,0,0,206.2,72.8,85.1
1,451,0,7418,0,0,0,352.5,79.2,86.7
0,1,0,270,0,0,0,206.2,72.8,85.1
1,40,0,10223,0,0,0,334.5,100,94.1
1,8379,0,55513,0,0,0,206.1,11.9,76.1
0,199,0,153,0,0,0,352.5,79.2,86.7
1,237,0,3381,0,0,0,340,75,80
1,4786,0,6428,0,0,0,200,13.6,8.6
0,1447,0,3181,0,0,0,196,100,70.6
0,136,0,383,0,0,0,0,0,0
0,1,0,3451,0,0,0,196,100,70.6
1,1762,0,3630,0,0,0,265.9,50,80
0,1127,0,119402,0,0,0,240,100,100
0,58563,0,85984,0,0,0,265.9,50,80
0,6594,0,6347,0,0,0,265.9,50,80
1,10682,0,1765,0,0,0,328.3,15.9,89
0,0,0,6,0,0,0,110.1,58.6,56.9
1,0,0,8174,0,0,0,315,88.9,60
1,128,0,845,0,0,0,206.1,11.9,76.1
1,4828,0,42967,0,0,0,351.9,30.2,96.1
1,1,0,7178,0,0,0,265.9,50,80
0,0,0,3,0,0,0,110.1,58.6,56.9
1,27479,0,69826,0,0,0,206.1,11.9,76.1
0,138,0,1009,0,0,0,110.1,58.6,56.9
1,256,0,162,0,0,0,17.2,75.2,98
1,1,0,54,0,0,0,206.1,11.9,76.1
0,1328,1,20782,0,0,0,265.9,50,80
1,574,0,3313,0,0,0,351.9,30.2,96.1
1,1529,0,17230,0,0,0,196,100,70.6
1,782,0,1829,0,0,0,352.5,79.2,86.7
1,812,0,321,0,0,0,351.9,30.2,96.1
1,11,0,235,0,0,0,352.5,79.2,86.7
0,5092,0,23586,0,0,0,206.2,72.8,85.1
0,5434,0,15027,0,0,0,114.9,92.2,100
1,3611,0,3604,0,0,0,351.9,30.2,96.1
1,21976,0,181248,0,0,0,296.9,94.2,87.8
0,12,0,3820,0,0,0,110.1,58.6,56.9
1,1126,0,8567,0,0,0,351.9,30.2,96.1
0,3053,0,2811,0,0,0,110.1,58.6,56.9
1,59812,0,55148,0,0,0,336.7,15.5,45.5
0,515,0,376,0,0,0,206.2,72.8,85.1
1,635,0,3772,0,0,0,110.1,58.6,56.9
1,4626,0,4895,0,0,0,206.2,72.8,85.1
1,55669,0,51346,0,0,0,265.9,50,80
1,399,1,1748,0,0,0,272.9,79.9,76.1
0,2244,0,2373,0,0,0,195.9,95,94.9
0,41218,0,21598,0,0,0,0,0,0
0,1207,0,4190,0,0,0,265.9,50,80
0,40867,0,82931,0,0,0,206.1,11.9,76.1
1,1980,0,23827,0,0,0,177,77.9,92.2
1,1025,0,10047,0,0,0,265.9,50,80
1,8185,0,1398,0,0,0,0,100,60
0,16380,0,27225,0,0,0,44.8,87.8,58
1,9208,0,5840,0,0,0,167.9,80,100
0,7463,0,142834,0,0,0,0,7.7,5.1
0,11481,0,31267,0,0,0,352.5,79.2,86.7
0,25115,0,77053,0,0,0,0,0,0
1,8778,0,43490,0,0,0,347.9,82,76.1
1,1354,0,4417,0,0,0,302.1,79.9,85.9
1,19435,0,90228,0,0,0,297,87.1,82
0,2168,0,10641,0,0,0,196,100,70.6
1,3714,1,1569,0,0,0,190.9,73.3,100
1,13642,0,203546,0,0,0,352.5,79.2,86.7
1,407,0,644,0,0,0,352.5,79.2,86.7
0,1181,0,120237,0,0,0,265.9,50,80
1,868,0,4976,0,0,0,265.9,50,80
1,7858,0,4924,0,0,0,351.9,30.2,96.1
0,921,0,196470,0,0,0,200,13.6,8.6
0,1761,0,40089,0,0,0,206.2,72.8,85.1
0,91,0,619,0,0,0,206.1,11.9,76.1
1,3378,0,32186,0,0,0,206.1,11.9,76.1
1,7517,0,12901,0,0,0,337.9,100,100
1,754,0,17904,0,0,0,181.1,91,96.1
1,3,0,202,0,0,0,206.2,72.8,85.1
1,5569,0,64267,0,0,0,313.9,74,98
0,3979,0,11403,0,0,0,215.8,90.3,85.1
0,612,0,7562,0,0,0,357.5,84.2,79.6
1,9201,0,525,0,0,0,0,0,0
0,45121,0,17699,0,0,0,0,0,0
1,5606,0,32577,0,0,0,351.9,30.2,96.1
0,30,0,828,0,0,0,206.2,72.8,85.1
1,12138,0,30537,0,0,0,325.7,77.8,60
1,26,0,71,0,0,0,352.5,79.2,86.7
1,565,0,1436,0,0,0,352.5,79.2,86.7
0,1426,0,6427,0,0,0,206.2,72.8,85.1
1,39913,0,12393,0,0,0,206.2,72.8,85.1
1,294,0,3706,0,0,0,265.9,50,80
1,3033,0,8746,0,0,0,206.1,11.9,76.1
1,34662,0,25807,0,0,0,352.5,79.2,86.7
1,423,0,8270,0,0,0,72.8,93.8,31.4
1,1173,0,14301,0,0,0,300,35,83.9
0,710,0,26012,0,0,0,357,96.3,64.3
1,121113,0,100746,0,0,0,189,86.9,92.9
0,0,0,68,0,0,0,265.9,50,80
0,144,0,210,0,0,0,352.5,79.2,86.7
0,4505,0,41399,0,0,0,72.8,93.8,31.4
0,435,0,2277,0,0,0,206.2,72.8,85.1
0,461,0,39652,0,0,0,351.9,100,63.9
1,519,0,1330,0,0,0,196,96.3,94.9
1,2573,0,6525,0,0,0,206.1,11.9,76.1
0,8,0,34187,0,0,0,352.5,79.2,86.7
0,44,0,6235,0,0,0,0,0,71
1,12294,0,101208,0,0,0,331,96.8,98
0,3219,0,2128,0,0,0,109.9,36.3,83.1
0,168,0,2866,0,0,0,0,0,0
1,913,0,14322,0,0,0,190.4,100,72.5
0,20497,0,13829,0,0,0,196.8,84.4,78
1,575,0,796,0,0,0,265.9,50,80
1,1478,0,5432,0,0,0,0,64.8,56.9
1,302,0,67227,0,0,0,103.3,88.5,23.9
1,4494,0,5302,0,0,0,265.9,50,80
0,73,0,9000,0,0,0,194.1,80.3,93.7
1,3349,0,17468,0,0,0,265.9,50,80
1,1657,0,5852,0,0,0,206.2,72.8,85.1
1,4998,0,27803,0,0,0,206.1,11.9,76.1
1,9819,0,31995,0,0,0,167.9,97,52.2
1,19,0,1096,0,0,0,206.2,72.8,85.1
0,2648,0,9433,0,0,0,206.1,11.9,76.1
1,882,0,967,0,0,0,206.1,11.9,76.1
1,94,0,62,0,0,0,17.2,75.2,98
1,554,0,35007,0,0,0,196,100,70.6
1,197,0,550,0,0,0,196,98,96.1
1,910,0,569,0,0,0,265.9,50,80
1,4,0,13,0,0,0,83.8,42.2,67.8
1,14846,0,39309,0,0,0,248.9,90.2,43.9
0,9887,0,8763,0,0,0,206.1,11.9,76.1
1,40,0,5831,0,0,0,196,100,70.6
1,14988,0,60863,0,0,0,0,0,0
1,42462,0,37709,0,0,0,351.9,30.2,96.1
1,6721,0,16266,0,0,0,12.1,49.7,70.2
1,22068,0,20657,0,0,0,265.9,50,80
0,5769,0,7161,0,0,0,352.5,79.2,86.7
0,531,0,298,0,0,0,19.9,96.5,56.5
1,41714,0,140709,0,0,0,0,100,60
0,11320,0,11549,0,0,0,0,88.7,38
1,366,0,28032,0,0,0,0,100,100
0,29410,0,85802,0,0,0,352.5,79.2,86.7
0,16,0,25,0,0,0,352.5,79.2,86.7
1,19166,0,44914,0,0,0,352.5,79.2,86.7
0,1260,0,204293,0,0,0,352.5,79.2,86.7
1,5117,0,13824,0,0,0,281.5,10.7,47.8
1,280,0,26838,0,0,0,206.1,11.9,76.1
1,5478,0,4206,0,0,0,17.2,75.2,98
0,28,0,84,0,0,0,206,45.2,98
1,1324,0,1585,0,0,0,351.9,30.2,96.1
0,1413,0,6270,0,0,0,0,94.1,87.1
1,4120,0,5080,0,0,0,206.1,11.9,76.1
1,4272,0,8326,0,0,0,265.9,50,80
1,49927,0,17923,0,0,0,196,100,70.6
1,45514,0,79641,0,0,0,352.5,79.2,86.7
1,1089,0,9927,0,0,0,206.2,72.8,85.1
0,11921,0,87074,0,0,0,206.2,72.8,85.1
0,37,0,580,0,0,0,196,100,70.6
1,45514,0,79641,0,0,0,352.5,79.2,86.7
0,6815,0,29704,0,0,0,234.7,91.2,58
1,410,0,428,0,0,0,17.2,75.2,98
1,45514,0,79641,0,0,0,352.5,79.2,86.7
1,1648,0,648,0,0,0,265.9,50,80
1,45514,0,79641,0,0,0,352.5,79.2,86.7
1,9087,0,8797,0,0,0,206.2,72.8,85.1
0,350,0,15029,0,0,0,352.5,79.2,86.7
1,45514,0,79641,0,0,0,352.5,79.2,86.7
0,6,0,465,0,0,0,206.2,72.8,85.1
1,20827,0,7035,0,0,0,351.9,30.2,96.1
1,10375,0,4309,0,0,0,351.9,30.2,96.1
0,11976,0,13237,0,0,0,352.5,79.2,86.7
1,4015,0,18298,0,0,0,206.1,11.9,76.1
1,45514,0,79641,0,0,0,352.5,79.2,86.7
0,114,0,303,0,0,0,352.5,79.2,86.7
